,image_id,pos_caption,neg_caption,pos_verb,neg_verb,subject,object
1896,VG_100K/2356737.jpg,man jumping off ramp,man biting ramp,jump,bite,man,ramp
1897,VG_100K/2356737.jpg,tire mounted on bike,tire facing bike,mount,face,tire,bike
1898,VG_100K/2356737.jpg,spoke mounted on motorcycle,spoke surrounding motorcycle,mount,face,spoke,motorcycle
1899,VG_100K/2356737.jpg,spoke mounted on motorcycle,spoke climbing motorcycle,mount,speak,spoke climbing,motorcycle
1900,VG_100K/2324887.jpg,person sitting at table,person enclosing table,sit,enclose,person,table
1901,VG_100K/2364998.jpg,woman standing on surf board,woman flying surf board,stand,fly,woman,surf board
1902,VG_100K/2364998.jpg,surfer riding surfboard,surfer climbing surfboard,stand,surfer,surfer,surfboard
1903,VG_100K_2/2394544.jpg,orange hanging on tree,orange hitting tree,hang,hit,orange,tree
1904,VG_100K/2338608.jpg,person WEARING top,person grabbing top,wear,grab,person,top
1905,VG_100K/2368689.jpg,tgi painted on boat,tgi facing boat,paint,face,tgi,boat
1906,VG_100K/2321917.jpg,woman holding arrow,woman approaching arrow,hold,approach,woman,arrow
1907,VG_100K/2321917.jpg,woman sitting on bench,woman dragging bench,sit,drag,woman,bench
1908,VG_100K_2/2402028.jpg,player using a bat,player hugging bat,use,hug,player,bat
1909,VG_100K_2/2402028.jpg,player wearing a helmet,player holding helmet,wear,hold,player,helmet
1910,VG_100K_2/2402028.jpg,player swinging bat,player facing bat,swinge,face,player,bat
1911,VG_100K_2/2402028.jpg,man wearing a shirt,man reading shirt,wear,read,man,shirt
1912,VG_100K/2365166.jpg,kitty laying on red bag,kitty exiting red bag,lay,exit,kitty,bag
1913,VG_100K_2/2392053.jpg,man stands on beach,man kicking beach,stand,kick,man,beach
1914,VG_100K_2/2392053.jpg,shadows fall on sand,shadows crossing sand,fall,cross,shadows,sand
1915,VG_100K/2328654.jpg,man holding stick,man exiting stick,hold,exit,man,stick
1916,VG_100K/2318331.jpg,player throwing ball,player preparing ball,throw,prepare,player,ball
1917,VG_100K/2318331.jpg,player wears clothes,player driving clothes,wear,drive,player,clothes
1918,VG_100K/2318331.jpg,man throwing ball,man observing ball,throw,observe,man,ball
1919,VG_100K/1160014.jpg,people standing on sidewalk,people helping sidewalk,stand,help,people,sidewalk
1920,VG_100K_2/2384529.jpg,cat wears collar,cat playing collar,wear,play,cat,collar
1921,VG_100K/2327218.jpg,man WEARING suit jacket,man brushing suit jacket,wear,brush,man,suit jacket
1922,VG_100K_2/2406880.jpg,scene shows man on ledge,scene contain man on ledge,show,contain,scene,man ledge
1923,VG_100K_2/2406880.jpg,person wearing pink hat,person pulling hat,wear,pull,person,hat
1924,VG_100K/2368893.jpg,pictures hanging on a wall,pictures playing wall,hang,play,pictures,wall
1925,VG_100K/2368893.jpg,tapestry hanging on wall,tapestry herding wall,hang,herd,tapestry,wall
1926,VG_100K/2334036.jpg,man WEARING shirt,man leading shirt,wear,lead,man,shirt
1927,VG_100K_2/2381818.jpg,girl wearing a sweater,girl kicking sweater,wear,kick,girl,sweater
1928,VG_100K_2/2412948.jpg,service vehicle parked near airplane,service vehicle pulling airplane,park,pull,service vehicle,airplane
1929,VG_100K/2351536.jpg,man wears coat,man pulling coat,wear,pull,man,coat
1930,VG_100K/2339687.jpg,person catching a ball,person leading ball,catch,lead,person,ball
1931,VG_100K/2339687.jpg,person WEARING green top,person chasing green top,wear,chase,person,top
1932,VG_100K/2316849.jpg,he leaning on truck,he riding truck,lean,ride,he,truck
1933,VG_100K/2347816.jpg,man moving hands,man opening hands,move,open,man,hands
1934,VG_100K/2326412.jpg,obama holding microphone,obama riding microphone,hold,ride,obama,microphone
1935,VG_100K/2326412.jpg,obama holding microphone,obama licking microphone,hold,lick,obama,microphone
1936,VG_100K/2354850.jpg,woman sitting on bench,woman serving bench,sit,serve,woman,bench
1937,VG_100K/2354850.jpg,animal laying on ground,animal covering ground,lay,cover,animal,ground
1938,VG_100K/2352247.jpg,person wearing a hat,person entering hat,wear,enter,person,hat
1939,VG_100K/2341040.jpg,cheesecake sitting on plate,cheesecake grabbing plate,sit,enter,cheesecake,plate
1940,VG_100K_2/2409509.jpg,woman WEARING jacket,woman photographing jacket,wear,photograph,woman,jacket
1941,VG_100K_2/2409509.jpg,woman WEARING boot,woman following boot,wear,follow,woman,boot
1942,VG_100K_2/2409509.jpg,woman WEARING boot,woman selling boot,wear,sell,woman,boot
1943,VG_100K_2/2407584.jpg,bird stand on stone,bird selling stone,stand,sell,bird,stone
1944,VG_100K_2/2407584.jpg,land covered by trees,land helping trees,cover,help,land,trees
1945,VG_100K_2/2401775.jpg,horse pulling coach,horse biting coach,pull,bite,horse,coach
1946,VG_100K_2/2401775.jpg,horse pulling coach,horse leaving coach,pull,leave,horse,coach
1947,VG_100K_2/2401775.jpg,wheel attached to figurine,wheel holding figurine,attach,hold,wheel,figurine
1948,VG_100K_2/2401775.jpg,man driving coach,man catching coach,drive,catch,man,coach
1949,VG_100K/2376587.jpg,person waiting for ride,person pulling ride,wait,pull,person,ride
1950,VG_100K/2376587.jpg,structure has an overhead,structure chasing overhead,have,chase,structure,overhead
1951,VG_100K/2376587.jpg,row of luggage sitting on ground,row of luggage licking ground,sit,lick,row luggage,ground
1952,VG_100K/2376587.jpg,person standing beside a vehicle,person biting vehicle,stand,bite,person,vehicle
1953,VG_100K/2376587.jpg,person standing beside a vehicle,person playing vehicle,stand,play,person,vehicle
1954,VG_100K/2376587.jpg,woman carrying a bag,woman sniffing bag,carry,sniff,woman,bag
1955,VG_100K/2376587.jpg,beam exposed on ceiling,beam guiding ceiling,expose,guide,beam,ceiling
1956,VG_100K/2376587.jpg,luggage sitting on ground,luggage herding ground,sit,herd,luggage,ground
1957,VG_100K_2/418.jpg,woman WEARING top,woman petting top,wear,pet,woman,top
1958,VG_100K_2/418.jpg,woman has an arm,woman cooking arm,have,cook,woman,arm
1959,VG_100K_2/418.jpg,man has an eye,man entering eye,have,enter,man,eye
1960,VG_100K_2/418.jpg,woman WEARING top,woman moving top,wear,move,woman,top
1961,VG_100K_2/418.jpg,man WEARING shirt,man approaching shirt,wear,approach,man,shirt
1962,VG_100K/2331450.jpg,box assorted donuts,box making donuts,assort,make,box,donuts
1963,VG_100K/2342600.jpg,man wears shirt,man touching shirt,wear,touch,man,shirt
1964,VG_100K/2342600.jpg,man WEARING jacket,man playing jacket,wear,play,man,jacket
1965,VG_100K_2/2380295.jpg,person wearing a shirt,person reading shirt,wear,read,person,shirt
1966,VG_100K/2371952.jpg,b etched into wall,b driving wall,etch,drive,b,wall
1967,VG_100K/2374048.jpg,skier holds ski poles,skier surrounding ski poles,hold,surround,skier,ski poles
1968,VG_100K/2342081.jpg,boat sitting in water,boat biting water,sit,bite,boat,water
1969,VG_100K_2/2381239.jpg,crossing guard wearing a vest,crossing guard herding vest,cross,cross,guard herding,vest
1970,VG_100K_2/2381239.jpg,van parked right of road,van feeding road,park,feed,van,road
1971,VG_100K_2/2381239.jpg,van parked right of road,van preparing road,park,prepare,van,road
1972,VG_100K/2325047.jpg,person watching skateboarder,person following skateboarder,watch,follow,person,skateboarder
1973,VG_100K/2325047.jpg,guard rail bordering ramp,guard rail driving ramp,border,drive,guard rail,ramp
1974,VG_100K/2325047.jpg,man riding in skate park,man carrying skate park,ride,carry,man,skate park
1975,VG_100K/2325047.jpg,man riding skateboard,man sniffing skateboard,ride,sniff,man,skateboard
1976,VG_100K/2325047.jpg,skateboard held under foot,skateboard brushing foot,hold,brush,skateboard,foot
1977,VG_100K/2325047.jpg,group standing in skateboard park,group using skateboard park,stand,use,group skateboard,park
1978,VG_100K/2325047.jpg,person standing in group,person looking group,stand,look,person,group
1979,VG_100K/2325047.jpg,street lamp standing near staircase,street lamp following staircase,stand,follow,street lamp,staircase
1980,VG_100K/2325047.jpg,railing running alongside staircase,railing petting staircase,stand,rail,petting,staircase
1981,VG_100K/2325047.jpg,helmet worn on head,helmet holding head,wear,hold,helmet,head
1982,VG_100K/2325047.jpg,railing bordering skateboard park,railing making skateboard park,rail,rail,skateboard,park
1983,VG_100K/2324164.jpg,man surfing in ocean,man cooking ocean,surf,cook,man,ocean
1984,VG_100K/2320083.jpg,woman WEARING glasses,woman grabbing glasses,wear,grab,woman,glasses
1985,VG_100K/2320083.jpg,statue standing above crowd,statue boarding crowd,stand,crowd,statue,boarding
1986,VG_100K_2/2415992.jpg,person standing in water,person hugging water,stand,hug,person,water
1987,VG_100K_2/2415992.jpg,man standing in board,man entering board,stand,enter,man,board
1988,VG_100K_2/2415992.jpg,people floating in ocean,people drinking ocean,float,drink,people,ocean
1989,VG_100K_2/2415992.jpg,water rolling into shore,water adjusting shore,roll,adjust,water,shore
1990,VG_100K_2/2415992.jpg,person WEARING suit,person pulling suit,wear,pull,person,suit
1991,VG_100K_2/2415992.jpg,person WEARING suit,person tossing suit,wear,toss,person,suit
1992,VG_100K_2/2415992.jpg,person WEARING suit,person hitting suit,wear,hit,person,suit
1993,VG_100K_2/2415992.jpg,surfboard held by man,surfboard drinking man,hold,drink,surfboard,man
1994,VG_100K_2/2415992.jpg,man holding surfboard,man biting surfboard,hold,bite,man,surfboard
1995,VG_100K_2/2415992.jpg,man holding surfboard,man adjusting surfboard,hold,adjust,man,surfboard
1996,VG_100K/2357667.jpg,dog WEARING tie,dog carrying tie,wear,carry,dog,tie
1997,VG_100K_2/4961.jpg,man WEARING pants,man cooking pants,wear,cook,man,pants
1998,VG_100K/2332596.jpg,water coming from gutter drain,water facing gutter drain,come,face,water,gutter drain
1999,VG_100K/2332596.jpg,water splashing on umbrella,water sniffing umbrella,splash,sniff,water,umbrella
2000,VG_100K/2332596.jpg,boy WEARING rain boot,boy towing rain boot,wear,tow,boy,rain boot
2001,VG_100K/2332596.jpg,boy dressed in jacket,boy washing jacket,dress,wash,boy,jacket
2002,VG_100K/2332596.jpg,water gushing down from gutter drain,water entering gutter drain,gush,enter,water,gutter drain
2003,VG_100K/2332596.jpg,water hitting umbrella,water making umbrella,hit,make,water,umbrella
2004,VG_100K/2332596.jpg,water falling onto ground,water herding ground,fall,herd,water,ground
2005,VG_100K/2332596.jpg,boy holding umbrella,boy using umbrella,hold,use,boy,umbrella
2006,VG_100K/2332596.jpg,boy standing under water,boy grabbing water,stand,grab,boy,water
2007,VG_100K/2332596.jpg,boy WEARING rain boot,boy opening rain boot,wear,open,boy,rain boot
2008,VG_100K/2332596.jpg,boy WEARING rain boot,boy herding rain boot,wear,herd,boy,rain boot
2009,VG_100K/2367647.jpg,baby holding toothbrush,baby tying toothbrush,hold,tie,baby tying,toothbrush
2010,VG_100K_2/2385667.jpg,girl WEARING skirt,girl holding skirt,wear,hold,girl,skirt
2011,VG_100K/2346138.jpg,man carrying bag,man leading bag,carry,lead,man,bag
2012,VG_100K/2326452.jpg,boy wears shirt,boy decorating shirt,wear,decorate,boy,shirt
2013,VG_100K_2/1386.jpg,picture hanging on wall,picture flying wall,hang,fly,picture,wall
2014,VG_100K/2344471.jpg,woman riding horse,woman enclosing horse,ride,enclose,woman,horse
2015,VG_100K/2344471.jpg,woman sitting on horse,woman selling horse,sit,sell,woman,horse
2016,VG_100K/2344471.jpg,woman wears tights,woman catching tights,wear,catch,woman,tights
2017,VG_100K_2/2382888.jpg,woman WEARING headband,woman looking headband,wear,look,woman,headband
2018,VG_100K_2/2382888.jpg,hands grasping racket,hands hitting racket,grasp,hit,hands,racket
2019,VG_100K/2342155.jpg,boy WEARING sailor hat,boy throwing sailor hat,wear,throw,boy,sailor hat
2020,VG_100K/2342155.jpg,elephant curling trunk,elephant touching trunk,curl,touch,elephant,trunk
2021,VG_100K/2342155.jpg,girl WEARING headband,girl driving headband,wear,drive,girl,headband
2022,VG_100K/2342155.jpg,boy holding mitt,boy contain mitt,hold,contain,boy,mitt
2023,VG_100K/2335454.jpg,man holding stick,man serving stick,hold,serve,man,stick
2024,VG_100K/2335454.jpg,people standing in snow,people covering snow,stand,cover,people,snow
2025,VG_100K/2335454.jpg,man WEARING coat,man feeding coat,wear,feed,man,coat
2026,VG_100K_2/2383310.jpg,leaves covering ground,leaves guiding ground,cover,leave,leaves,ground
2027,VG_100K_2/2403168.jpg,orange WEARING hat,orange photographing hat,wear,photograph,orange,hat
2028,VG_100K/2332712.jpg,girl holding umbrella,girl kicking umbrella,hold,kick,girl,umbrella
2029,VG_100K/2332712.jpg,girl walking path,girl catching path,walk,catch,girl,path
2030,VG_100K_2/2410366.jpg,dog sits in vehicle,dog crossing vehicle,sit,cross,dog,vehicle
2031,VG_100K_2/2410366.jpg,woman holding purse,woman climbing purse,hold,climb,woman,purse
2032,VG_100K_2/2410366.jpg,person driving bus,person exiting bus,drive,exit,person,bus
2033,VG_100K_2/2410445.jpg,teddy bear sitting on fence,teddy bear serving fence,drive,bear,bear,fence
2034,VG_100K_2/2410445.jpg,rope attached to wood sticks,rope brushing wood sticks,attach,brush,rope,wood sticks
2035,VG_100K/2344734.jpg,cows graze in pasture,cows towing pasture,attach,tow,cows,pasture
2036,VG_100K/2344734.jpg,cow looking over fence,cow chewing fence,look,chew,cow,fence
2037,VG_100K/2344734.jpg,cow stands in field,cow decorating field,stand,decorate,cow,field
2038,VG_100K_2/2393449.jpg,carpet covers floor,carpet selling floor,cover,sell,carpet,floor
2039,VG_100K_2/2393449.jpg,floor covered with carpet,floor dragging carpet,cover,drag,floor,carpet
2040,VG_100K_2/2378194.jpg,pizza cut in slices,pizza herding slices,cut,herd,pizza,slices
2041,VG_100K_2/2396735.jpg,giraffe RUNNING IN  A herd,giraffe approaching herd,run,approach,giraffe,herd
2042,VG_100K/2375693.jpg,man WEARING shorts,man exiting shorts,wear,exit,man,shorts
2043,VG_100K/2375693.jpg,man WEARING shirt,man serving shirt,wear,serve,man,shirt
2044,VG_100K/2348648.jpg,bag contains food,bag covering food,contain,cover,bag,food
2045,VG_100K/2348648.jpg,bag contains food,bag drinking food,contain,drink,bag,food
2046,VG_100K/2348648.jpg,bag contains spoon,bag herding spoon,contain,herd,bag,spoon
2047,VG_100K/2348648.jpg,bag contains spoon,bag contain spoon,contain,contain,bag,spoon
2048,VG_100K_2/2378153.jpg,man WEARING black hat,man entering black hat,wear,enter,man,hat
2049,VG_100K_2/2400197.jpg,woman sitting in a chair,woman exiting chair,sit,exit,woman,chair
2050,VG_100K_2/2400197.jpg,kid wearing a hat,kid enclosing hat,wear,enclose,kid,hat
2051,VG_100K/2348521.jpg,train rolling on tracks,train covering tracks,roll,cover,train,tracks
2052,VG_100K/2367352.jpg,giraffe standing in field,giraffe surrounding field,stand,surround,giraffe,field
2053,VG_100K_2/2392633.jpg,ground covered in snow,ground making snow,cover,make,ground,snow
2054,VG_100K_2/2394001.jpg,girl holding surfboard,girl biting surfboard,hold,bite,girl,surfboard
2055,VG_100K_2/2394001.jpg,people waiting on line,people contain line,wait,contain,people,line
2056,VG_100K/2376432.jpg,chain hangs from cover,chain observing cover,hang,observe,chain,cover
2057,VG_100K/2345590.jpg,person WEARING rain coat,person pushing rain coat,wear,push,person,rain coat
2058,VG_100K/2345590.jpg,lights attached to building,lights swinging building,attach,swinge,lights,building
2059,VG_100K/2360717.jpg,corgi attached to foot,corgi cutting foot,attach,cut,corgi,foot
2060,VG_100K/2360717.jpg,man WEARING shirt,man chasing shirt,wear,chase,man,shirt
2061,VG_100K_2/2390714.jpg,man surfing wave,man grabbing wave,surf,grab,man,wave
2062,VG_100K_2/2390714.jpg,man WEARING wetsuit,man washing wetsuit,wear,wash,man,wetsuit
2063,VG_100K/2329876.jpg,player standing on field,player brushing field,stand,brush,player,field
2064,VG_100K_2/2397025.jpg,mane attached to zebra,mane approaching zebra,attach,approach,mane,zebra
2065,VG_100K_2/2397025.jpg,leaves attached to tree,leaves riding tree,attach,leave,leaves,tree
2066,VG_100K_2/2397025.jpg,tail attached to zebra,tail photographing zebra,attach,leave,tail,zebra
2067,VG_100K_2/2397025.jpg,zebra licking tree,zebra leading tree,lick,lead,zebra,tree
2068,VG_100K/2317934.jpg,truck parked in garage,truck reading garage,park,read,truck,garage
2069,VG_100K_2/2410968.jpg,mountain covered with snow,mountain climbing snow,cover,climb,mountain,snow
2070,VG_100K/2329502.jpg,man flying a kite,man leading kite,fly,lead,man,kite
2071,VG_100K/2329502.jpg,bicycle leaned against fence,bicycle catching fence,lean,catch,bicycle,fence
2072,VG_100K/2329502.jpg,string holding ballon,string surrounding ballon,hold,surround,string,ballon
2073,VG_100K/2329502.jpg,fence surrounding a field,fence pushing field,surround,push,fence,field
2074,VG_100K/2321133.jpg,basket filled with berries,basket crossing berries,fill,cross,basket,berries
2075,VG_100K/2339642.jpg,man wears jacket,man reading jacket,wear,read,man,jacket
2076,VG_100K/2357527.jpg,paint painted on bus,paint cutting bus,paint,cut,paint,bus
2077,VG_100K/2357527.jpg,bus showing passenger seats,bus covering passenger seats,show,cover,bus,passenger seats
2078,VG_100K/2366249.jpg,number painted on sign,number holding sign,paint,hold,number,sign
2079,VG_100K/2370577.jpg,man WEARING socks,man dragging socks,wear,drag,man,socks
2080,VG_100K/2355913.jpg,dog riding on motorcycle,dog carrying motorcycle,ride,carry,dog,motorcycle
2081,VG_100K/2366139.jpg,cat sleeping on pillows,cat kissing pillows,sleep,kiss,cat,pillows
2082,VG_100K/2366139.jpg,cat sleeping on chair,cat adjusting chair,sleep,adjust,cat,chair
2083,VG_100K_2/2412062.jpg,man WEARING helmet,man helping helmet,wear,adjust,man,helmet
2084,VG_100K_2/2412062.jpg,man WEARING riding clothes,man observing riding clothes,wear,observe,man,riding clothes
2085,VG_100K/2348502.jpg,dog laying on sand,dog leading sand,lay,lead,dog,sand
2086,VG_100K/2369426.jpg,black bear stands in grass,black bear enclosing grass,stand,enclose,bear,grass
2087,VG_100K/2369426.jpg,bird stand in grass,bird following grass,stand,follow,bird,grass
2088,VG_100K_2/896.jpg,tree standing in snow,tree buying snow,stand,buy,tree,snow
2089,VG_100K_2/896.jpg,sun hanging in sky,sun brushing sky,hang,brush,sun,sky
2090,VG_100K_2/896.jpg,hill seen on horizon,hill flying horizon,see,fly,hill,horizon
2091,VG_100K_2/896.jpg,hill seen on horizon,hill towing horizon,see,tow,hill,horizon
2092,VG_100K_2/896.jpg,tree standing on ground,tree riding ground,stand,ride,tree,ground
2093,VG_100K_2/2390518.jpg,tree standing on ground,tree cooking ground,stand,cook,tree,ground
2094,VG_100K_2/2390518.jpg,peacock standing on ground,peacock chewing ground,stand,chew,peacock,ground
2095,VG_100K_2/2417271.jpg,man holding remote control,man entering remote control,hold,enter,man,control
2096,VG_100K_2/2417271.jpg,man wearing a black shirt.,man leading black shirt.,wear,lead,man,shirt
2097,VG_100K_2/2417271.jpg,hand holding remote control,hand approaching remote control,hold,approach,hand,control
2098,VG_100K_2/2403661.jpg,man wearing a hat,man licking hat,wear,lick,man,hat
2099,VG_100K_2/2403661.jpg,man wearing a sweater,man serving sweater,wear,serve,man,sweater
2100,VG_100K_2/2401155.jpg,woman sitting on concrete slab,woman kissing concrete slab,sit,kiss,woman,concrete slab
2101,VG_100K_2/2401155.jpg,lady WEARING black shorts,lady cleaning black shorts,wear,clean,lady,shorts
2102,VG_100K_2/772.jpg,woman carrying purse,woman enclosing purse,carry,enclose,woman,purse
2103,VG_100K_2/772.jpg,woman WEARING blouse,woman climbing blouse,wear,climb,woman,blouse
2104,VG_100K/2344924.jpg,foot dragging across clay,foot tying clay,drag,tie,foot tying,clay
2105,VG_100K/2344924.jpg,man WEARING tennis shoe,man leading tennis shoe,wear,lead,man,tennis shoe
2106,VG_100K/2344924.jpg,man WEARING tennis shoe,man kicking tennis shoe,wear,kick,man,tennis shoe
2107,VG_100K_2/2383774.jpg,person standing by engine,person climbing engine,stand,climb,person,engine
2108,VG_100K_2/2383235.jpg,woman WEARING jacket,woman eating jacket,wear,eat,woman,jacket
2109,VG_100K_2/2383235.jpg,woman WEARING jacket,woman opening jacket,wear,open,woman,jacket
2110,VG_100K_2/2383235.jpg,man WEARING sunglasses,man reading sunglasses,wear,read,man,sunglasses
2111,VG_100K_2/2383235.jpg,man WEARING sunglasses,man watching sunglasses,wear,watch,man,sunglasses
2112,VG_100K/2354869.jpg,water covering tarmac,water using tarmac,cover,use,water,tarmac
2113,VG_100K/2354869.jpg,gate leading to airplane,gate throwing airplane,lead,throw,gate,airplane
2114,VG_100K/2354869.jpg,airplane standing in distance,airplane selling distance,stand,sell,airplane,distance
2115,VG_100K/2354869.jpg,window built into cockpit,window feeding cockpit,build,feed,window,cockpit
2116,VG_100K/2354869.jpg,window built into cockpit,window covering cockpit,build,cover,window,cockpit
2117,VG_100K_2/2387633.jpg,skier holding ski pole,skier surrounding ski pole,hold,surround,skier,ski pole
2118,VG_100K_2/2387633.jpg,mountain covered in snow,mountain making snow,cover,make,mountain,snow
2119,VG_100K_2/2387633.jpg,skier WEARING skis,skier washing skis,wear,wash,skier,skis
2120,VG_100K/2359369.jpg,guy WEARING shirt,guy licking shirt,wear,lick,guy,shirt
2121,VG_100K/2359369.jpg,boy WEARING white sock,boy moving white sock,wear,move,boy,sock
2122,VG_100K/2359369.jpg,man WEARING cap,man feeding cap,wear,feed,man,cap
2123,VG_100K_2/2385144.jpg,piece stuck under spoon,piece leaving spoon,stick,leave,piece,spoon
2124,VG_100K/2317965.jpg,sign hangs from lamp post,sign watching lamp post,hang,watch,sign,lamp post
2125,VG_100K/2317965.jpg,sign says oasis bar,sign chasing oasis bar,say,chase,sign,bar
2126,VG_100K_2/4266.jpg,rink made of ice,rink serving ice,make,serve,rink,ice
2127,VG_100K_2/2394740.jpg,wisconsin written on license plate,wisconsin riding license plate,write,ride,license,plate
2128,VG_100K_2/2394740.jpg,4wd written on truck,4wd hitting truck,write,hit,4wd,truck
2129,VG_100K_2/2390254.jpg,girl WEARING jacket,girl crossing jacket,wear,cross,girl,jacket
2130,VG_100K_2/2390254.jpg,girl WEARING jacket,girl cutting jacket,wear,cut,girl,jacket
2131,VG_100K/2332472.jpg,tree standing on right with snow,tree exiting snow,stand,exit,tree,snow
2132,VG_100K/2332472.jpg,man holds poles,man touching poles,hold,touch,man,poles
2133,VG_100K/2332472.jpg,man WEARING skully,man eating skully,wear,eat,man,skully
2134,VG_100K_2/2392740.jpg,woman WEARING bikini bottoms,woman kicking bikini bottoms,wear,kick,woman,bikini bottoms
2135,VG_100K_2/2392740.jpg,woman using surfboard,woman dragging surfboard,use,drag,woman,surfboard
2136,VG_100K_2/2392740.jpg,woman riding surfboard,woman throwing surfboard,ride,throw,woman,surfboard
2137,VG_100K_2/2392740.jpg,woman WEARING bikini bottoms,woman flying bikini bottoms,wear,fly,woman,bikini bottoms
2138,VG_100K_2/2392740.jpg,woman floating on ocean,woman washing ocean,float,wash,woman,ocean
2139,VG_100K/2345604.jpg,woman WEARING hat,woman carrying hat,wear,carry,woman,hat
2140,VG_100K/2345604.jpg,man WEARING shirt,man washing shirt,wear,wash,man,shirt
2141,VG_100K/2345604.jpg,person WEARING shirt,person flying shirt,wear,fly,person,shirt
2142,VG_100K/2345604.jpg,elephant walking on rocks,elephant tying rocks,walk,tie,elephant,rocks
2143,VG_100K/2345604.jpg,person recording elephant,person biting elephant,record,bite,person,elephant
2144,VG_100K/2345604.jpg,person recording elephant,person cooking elephant,record,cook,person,elephant
2145,VG_100K/2366638.jpg,woman swimming on board,woman pushing board,swim,push,woman,board
2146,VG_100K_2/2383003.jpg,man WEARING shirt,man throwing shirt,wear,throw,man,shirt
2147,VG_100K_2/2383003.jpg,jockeys riding horses,jockeys crossing horses,ride,cross,jockeys,horses
2148,VG_100K/2372728.jpg,passengers waiting for plane,passengers dragging plane,wait,drag,passengers,plane
2149,VG_100K/2372728.jpg,passengers waiting for plane,passengers throwing plane,wait,throw,passengers,plane
2150,VG_100K/2353829.jpg,reflection watching bear,reflection drinking bear,watch,drink,reflection,bear
2151,VG_100K/2375220.jpg,jetway connecting to airplane,jetway kicking airplane,connect,kick,jetway,airplane
2152,VG_100K_2/2414438.jpg,sign directs traffic,sign selling traffic,direct,sell,sign,traffic
2153,VG_100K/2345558.jpg,man holding surfboard,man hitting surfboard,hold,hit,man,surfboard
2154,VG_100K/2371678.jpg,skier jumps in sky,skier slicing sky,jump,slice,skier,sky
2155,VG_100K_2/2395594.jpg,twig laying on ground,twig riding ground,lay,ride,twig,ground
2156,VG_100K/2335006.jpg,cow eat grass,cow flying grass,eat,fly,cow,grass
2157,VG_100K/2354986.jpg,truck covered in graffiti,truck reading graffiti,cover,read,truck,graffiti
2158,VG_100K_2/2395781.jpg,man WEARING necklace,man helping necklace,wear,help,man,necklace
2159,VG_100K_2/2395781.jpg,man WEARING necklace,man moving necklace,wear,move,man,necklace
2160,VG_100K_2/2395781.jpg,man WEARING t-shirt,man opening t-shirt,wear,open,t,#NAME?
2161,VG_100K_2/2395781.jpg,man holding cup,man hitting cup,hold,hit,man,cup
2162,VG_100K_2/2395781.jpg,man holding cup,man kicking cup,hold,kick,man,cup
2163,VG_100K_2/2393951.jpg,car carrying a surfboard,car carrying surfboard,carry,carry,car,surfboard
2164,VG_100K_2/2393951.jpg,car carrying surfboard,car herding surfboard,carry,herd,car,surfboard
2165,VG_100K/2324229.jpg,man WEARING makeup,man holding makeup,wear,hold,man,makeup
2166,VG_100K_2/2413263.jpg,person holding pole,person cleaning pole,hold,clean,person,pole
2167,VG_100K_2/2413263.jpg,person skiing with arms,person serving arms,ski,serve,person,arms
2168,VG_100K_2/2413263.jpg,skier holding pole,skier facing pole,hold,face,skier,pole
2169,VG_100K/2366782.jpg,man WEARING jeans,man leaving jeans,wear,leave,man,jeans
2170,VG_100K/2319436.jpg,woman WEARING hospital gown,woman drinking hospital gown,wear,drink,woman,hospital gown
2171,VG_100K/2323090.jpg,person WEARING wetsuit,person facing wetsuit,wear,face,person,wetsuit
2172,VG_100K/2323090.jpg,person walking on bridge,person grabbing bridge,walk,grab,person,bridge
2173,VG_100K_2/2414105.jpg,catcher wears faceguard,catcher tying faceguard,wear,tie,catcher,faceguard
2174,VG_100K_2/2414105.jpg,batter holding bat,batter driving bat,hold,drive,batter,bat
2175,VG_100K_2/2414105.jpg,batter wears pants,batter kicking pants,wear,kick,batter,pants
2176,VG_100K/2321522.jpg,man WEARING jacket,man grabbing jacket,wear,grab,man,jacket
2177,VG_100K/2321522.jpg,bench made of wood,bench tying wood,make,tie,bench,wood
2178,VG_100K/2321522.jpg,man sitting on park bench,man towing bench,sit,tow,man,park bench
2179,VG_100K_2/2407357.jpg,man carrying bag,man exiting bag,carry,exit,man,bag
2180,VG_100K_2/2407357.jpg,man WEARING coat,man looking coat,wear,look,man,coat
2181,VG_100K_2/2407357.jpg,man WEARING hat,man leading hat,wear,lead,man,hat
2182,VG_100K_2/2407357.jpg,man WEARING hat,man chewing hat,wear,chew,man,hat
2183,VG_100K_2/2407357.jpg,man holding phone,man following phone,hold,follow,man,phone
2184,VG_100K_2/2407357.jpg,man holding bag,man cutting bag,hold,cut,man,bag
2185,VG_100K_2/2407357.jpg,man WEARING hat,man leading hat,wear,lead,man,hat
2186,VG_100K/2369125.jpg,zebra eating grass,zebra moving grass,eat,move,zebra,grass
2187,VG_100K/2369125.jpg,stick laying on ground,stick swinging ground,eat,move,stick,ground
2188,VG_100K_2/2384406.jpg,woman holding book,woman tying book,hold,tie,woman,book
2189,VG_100K_2/2384406.jpg,woman WEARING shirt,woman watching shirt,wear,watch,woman,shirt
2190,VG_100K_2/2384406.jpg,girl WEARING jacket,girl smoking jacket,wear,smoke,girl,jacket
2191,VG_100K_2/2384406.jpg,girl sitting on bed,girl crossing bed,sit,cross,girl,bed
2192,VG_100K_2/2384406.jpg,shoe worn by girl,shoe following girl,wear,follow,shoe,girl
